egoid,usetobacco_4,usebeer_4,usewine_4,usedrugs_4,usedrugs_prescr_4,usecaffine_4
35361,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more
49086,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Less than 1-2 times a month
85503,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
10732,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
39564,Not at all,1-2 times a month,1-2 times a month,Less than 1-2 times a month,Not at all,Not at all
25172,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
95490,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
23253,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more
90079,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more
47584,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week
97990,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
82269,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
22842,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week
14279,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Not at all
73577,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
43177,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a week
26857,1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
28327,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
52302,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
97050,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more
46418,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a month
93002,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more
56543,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
17470,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more
35180,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
89142,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
24898,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all
74413,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
50976,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more
76485,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week
33239,Less than 1-2 times a month,1-2 times a week,1-2 times a week,Less than 1-2 times a month,Not at all,1-2 times a week
67574,1-2 times a month,Three times a week or more,Three times a week or more,Less than 1-2 times a month,Not at all,Three times a week or more
10469,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Not at all
77789,Not at all,Less than 1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more
88582,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
67015,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a month
26272,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
88882,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more
96828,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,1-2 times a month
19245,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Less than 1-2 times a month,Not at all,Less than 1-2 times a month
83748,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more
49915,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a week
78407,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a month
93787,Not at all,Not at all,Less than 1-2 times a month,Not at all,Not at all,Three times a week or more
17270,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week
40864,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
63347,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a week
48826,Three times a week or more,Three times a week or more,Three times a week or more,Not at all,Not at all,1-2 times a week
35925,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
