egoid,usetobacco_7,usebeer_7,usewine_7,usedrugs_7,usedrugs_prescr_7,usecaffine_7
91429,Not at all,Not at all,1-2 times a month,Not at all,Not at all,Three times a week or more
82269,,,,,,
22842,Less than 1-2 times a month,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month
31311,,,,,,
32423,,,,,,
33084,,,,,,
14279,Not at all,1-2 times a week,1-2 times a month,Not at all,Not at all,1-2 times a month
91932,,,,,,
32404,,,,,,
73577,,,,,,
70561,,,,,,
43177,Less than 1-2 times a month,1-2 times a month,1-2 times a week,Not at all,Not at all,1-2 times a month
36501,,,,,,
26857,Less than 1-2 times a month,1-2 times a week,1-2 times a month,Not at all,Not at all,Three times a week or more
28327,Less than 1-2 times a month,Three times a week or more,1-2 times a week,1-2 times a month,Not at all,Three times a week or more
42674,,,,,,
79897,Not at all,Not at all,1-2 times a month,Not at all,Not at all,1-2 times a week
64978,,,,,,
70434,,,,,,
52302,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week
97050,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Three times a week or more
46418,Not at all,Three times a week or more,1-2 times a week,Not at all,Not at all,Not at all
86691,,,,,,
93002,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more
81930,,,,,,
56543,,,,,,
92618,,,,,,
17470,,,,,,
74211,,,,,,
35180,,,,,,
89142,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all
24898,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Less than 1-2 times a month
74413,,,,,,
38824,,,,,,
51723,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,1-2 times a month
79352,Not at all,Not at all,Not at all,Not at all,Not at all,1-2 times a week
30814,,,,,,
90502,,,,,,
94456,,,,,,
70661,,,,,,
50976,,,,,,
55533,,,,,,
12156,,,,,,
76485,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
33239,Not at all,1-2 times a week,1-2 times a week,1-2 times a month,Not at all,1-2 times a month
72570,,,,,,
67574,1-2 times a week,Three times a week or more,Three times a week or more,1-2 times a week,1-2 times a month,Three times a week or more
42231,,,,,,
44639,,,,,,
64072,,,,,,
84960,,,,,,
43809,,,,,,
27941,,,,,,
31033,,,,,,
39301,,,,,,
10469,,,,,,
77789,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,Three times a week or more
47024,Not at all,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week
88582,,,,,,
73897,,,,,,
83470,,,,,,
67015,Not at all,Less than 1-2 times a month,1-2 times a week,Not at all,Not at all,Less than 1-2 times a month
26272,,,,,,
21909,,,,,,
88882,Less than 1-2 times a month,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week
62510,,,,,,
96828,,,,,,
64406,,,,,,
31985,,,,,,
91337,,,,,,
87664,,,,,,
19245,,,,,,
83748,Not at all,Not at all,Not at all,Not at all,Not at all,Three times a week or more
49915,Not at all,Less than 1-2 times a month,Less than 1-2 times a month,Not at all,Not at all,1-2 times a month
51865,Not at all,Not at all,Less than 1-2 times a month,Not at all,Not at all,Not at all
78407,,,,,,
93787,Not at all,1-2 times a month,1-2 times a month,Not at all,Not at all,Three times a week or more
52621,,,,,,
38914,,,,,,
37594,,,,,,
19833,,,,,,
17270,,,,,,
40864,,,,,,
38313,,,,,,
55340,,,,,,
18707,,,,,,
73807,,,,,,
26718,,,,,,
63347,Not at all,1-2 times a month,1-2 times a week,Not at all,Not at all,1-2 times a month
35824,1-2 times a week,1-2 times a week,1-2 times a week,Not at all,Not at all,1-2 times a week
48826,,,,,,
11454,,,,,,
93246,,,,,,
75341,,,,,,
35925,Not at all,Three times a week or more,Three times a week or more,Not at all,Not at all,1-2 times a month
